epoch,loss,validation loss
1, 5.5238
2, 5.4827
3, 5.4483
4, 5.3888
5, 5.3536
6, 5.3329
7, 5.3090
8, 5.2863
9, 5.2702
10, 5.2638
11, 5.2521
12, 5.2393
13, 5.2214
14, 5.2206
15, 5.2197
16, 5.1992
17, 5.1895
18, 5.1845
19, 5.1739
20, 5.1624
21, 5.1529
22, 5.1551
23, 5.1517
24, 5.1477
25, 5.1558
26, 5.1354
27, 5.1319
28, 5.1359
29, 5.1278
30, 5.1287
31, 5.1293
32, 5.1183
33, 5.1075
34, 5.1145
35, 5.1055
36, 5.1023
37, 5.0927
38, 5.0871
39, 5.0868
40, 5.0790
41, 5.0791
42, 5.0848
43, 5.0852
44, 5.0793
45, 5.0651
46, 5.0660
47, 5.0609
48, 5.0463
49, 5.0533
50, 5.0492, 0.0378
51, 5.0364
52, 5.0389
53, 5.0339
54, 5.0292
55, 5.0264
56, 5.0200
57, 5.0116
58, 5.0032
59, 5.0079
60, 5.0062
61, 5.0049
62, 4.9962
63, 4.9908
64, 4.9986
65, 4.9889
66, 4.9914
67, 4.9809
68, 4.9812
69, 4.9796
70, 4.9784
71, 4.9694
72, 4.9724
73, 4.9591
74, 4.9630
75, 4.9601
76, 4.9572
77, 4.9499
78, 4.9542
79, 4.9511
80, 4.9504
81, 4.9456
82, 4.9465
83, 4.9436
84, 4.9432
85, 4.9494
86, 4.9481
87, 4.9394
88, 4.9374
89, 4.9365
90, 4.9299
91, 4.9274
92, 4.9256
93, 4.9295
94, 4.9225
95, 4.9255
96, 4.9231
97, 4.9176
98, 4.9142
99, 4.9131
100, 4.9095, 0.0730
101, 4.9002
102, 4.9051
103, 4.8996
104, 4.9084
105, 4.9003
106, 4.9004
107, 4.8991
108, 4.8934
109, 4.8951
110, 4.8949
111, 4.8911
112, 4.8837
113, 4.8866
114, 4.8902
115, 4.8890
116, 4.8789
117, 4.8921
118, 4.8823
119, 4.8825
120, 4.8843
121, 4.8779
122, 4.8808
123, 4.8794
124, 4.8700
125, 4.8676
126, 4.8659
127, 4.8747
128, 4.8678
129, 4.8601
130, 4.8730
131, 4.8673
132, 4.8699
133, 4.8575
134, 4.8622
135, 4.8568
136, 4.8546
137, 4.8601
138, 4.8591
139, 4.8565
140, 4.8582
141, 4.8505
142, 4.8477
143, 4.8513
144, 4.8486
145, 4.8503
146, 4.8455
147, 4.8460
148, 4.8397
149, 4.8407
150, 4.8399, 0.1090
151, 4.8525
152, 4.8443
153, 4.8413
154, 4.8408
155, 4.8375
156, 4.8307
157, 4.8346
158, 4.8371
159, 4.8251
160, 4.8292
161, 4.8332
162, 4.8254
163, 4.8243
164, 4.8291
165, 4.8262
166, 4.8276
167, 4.8206
168, 4.8211
169, 4.8220
170, 4.8265
171, 4.8199
172, 4.8190
173, 4.8201
174, 4.8149
175, 4.8156
176, 4.8135
177, 4.8088
178, 4.8065
179, 4.8087
180, 4.8108
181, 4.8111
182, 4.8067
183, 4.8109
184, 4.8035
185, 4.8065
186, 4.8027
187, 4.8018
188, 4.7969
189, 4.7982
190, 4.8009
191, 4.7976
192, 4.8027
193, 4.7986
194, 4.8007
195, 4.8005
196, 4.8017
197, 4.7970
198, 4.7921
199, 4.7930
200, 4.7913, 0.1518
201, 4.7938
202, 4.7852
203, 4.7813
204, 4.7821
205, 4.7834
206, 4.7817
207, 4.7806
208, 4.7792
209, 4.7807
210, 4.7807
211, 4.7804
212, 4.7766
213, 4.7790
214, 4.7721
215, 4.7755
216, 4.7743
217, 4.7766
218, 4.7699
219, 4.7747
220, 4.7735
221, 4.7705
222, 4.7665
223, 4.7668
224, 4.7662
225, 4.7643
226, 4.7656
227, 4.7638
228, 4.7657
229, 4.7635
230, 4.7675
231, 4.7620
232, 4.7587
233, 4.7571
234, 4.7656
235, 4.7598
236, 4.7589
237, 4.7586
238, 4.7592
239, 4.7547
240, 4.7585
241, 4.7589
242, 4.7606
243, 4.7551
244, 4.7544
245, 4.7562
246, 4.7547
247, 4.7465
248, 4.7544
249, 4.7495
250, 4.7511, 0.1677
251, 4.7524
252, 4.7488
253, 4.7521
254, 4.7516
255, 4.7486
256, 4.7440
257, 4.7470
258, 4.7450
259, 4.7465
260, 4.7426
261, 4.7484
262, 4.7437
263, 4.7394
264, 4.7411
265, 4.7405
266, 4.7387
267, 4.7411
268, 4.7406
269, 4.7428
270, 4.7355
271, 4.7405
272, 4.7377
273, 4.7337
274, 4.7308
275, 4.7367
276, 4.7355
277, 4.7352
278, 4.7311
279, 4.7383
280, 4.7304
281, 4.7304
282, 4.7314
283, 4.7276
284, 4.7321
285, 4.7266
286, 4.7296
287, 4.7324
288, 4.7306
289, 4.7242
290, 4.7238
291, 4.7238
292, 4.7262
293, 4.7223
294, 4.7261
295, 4.7223
296, 4.7210
297, 4.7302
298, 4.7234
299, 4.7222
300, 4.7256, 0.2035
301, 4.7176
302, 4.7155
303, 4.7149
304, 4.7140
305, 4.7098
306, 4.7133
307, 4.7130
308, 4.7132
309, 4.7130
310, 4.7129
311, 4.7089
312, 4.7103
313, 4.7093
314, 4.7116
315, 4.7102
316, 4.7071
317, 4.7039
318, 4.7070
319, 4.7027
320, 4.7098
321, 4.7022
322, 4.7072
323, 4.7013
324, 4.7092
325, 4.7063
326, 4.7036
327, 4.6966
328, 4.6994
329, 4.7007
330, 4.7026
331, 4.6985
332, 4.7015
333, 4.7011
334, 4.7001
335, 4.6990
336, 4.7052
337, 4.6956
338, 4.6999
339, 4.7000
340, 4.6992
341, 4.6931
342, 4.6958
343, 4.6959
344, 4.6964
345, 4.6920
346, 4.6957
347, 4.6931
348, 4.6912
349, 4.6944
350, 4.6956, 0.2376
351, 4.6885
352, 4.6962
353, 4.6923
354, 4.6870
355, 4.6916
356, 4.6888
357, 4.6884
358, 4.6893
359, 4.6880
360, 4.6882
361, 4.6902
362, 4.6892
363, 4.6874
364, 4.6896
365, 4.6890
366, 4.6848
367, 4.6884
368, 4.6852
369, 4.6834
370, 4.6850
371, 4.6860
372, 4.6830
373, 4.6839
374, 4.6849
375, 4.6835
376, 4.6776
377, 4.6815
378, 4.6797
379, 4.6815
380, 4.6850
381, 4.6815
382, 4.6792
383, 4.6811
384, 4.6810
385, 4.6807
386, 4.6791
387, 4.6784
388, 4.6801
389, 4.6779
390, 4.6785
391, 4.6772
392, 4.6785
393, 4.6754
394, 4.6720
395, 4.6721
396, 4.6765
397, 4.6719
398, 4.6699
399, 4.6726
400, 4.6692, 0.2785
401, 4.6719
402, 4.6683
403, 4.6668
404, 4.6683
405, 4.6680
406, 4.6648
407, 4.6674
408, 4.6671
409, 4.6674
410, 4.6650
411, 4.6647
412, 4.6642
413, 4.6629
414, 4.6635
415, 4.6624
416, 4.6614
417, 4.6656
418, 4.6652
419, 4.6580
420, 4.6603
421, 4.6622
422, 4.6641
423, 4.6628
424, 4.6649
425, 4.6585
426, 4.6624
427, 4.6613
428, 4.6560
429, 4.6606
430, 4.6615
431, 4.6614
432, 4.6587
433, 4.6563
434, 4.6596
435, 4.6541
436, 4.6529
437, 4.6563
438, 4.6555
439, 4.6587
440, 4.6578
441, 4.6548
442, 4.6544
443, 4.6570
444, 4.6508
445, 4.6552
446, 4.6563
447, 4.6510
448, 4.6531
449, 4.6526
450, 4.6508, 0.2996
451, 4.6537
452, 4.6508
453, 4.6546
454, 4.6503
455, 4.6509
456, 4.6574
457, 4.6511
458, 4.6493
459, 4.6497
460, 4.6497
461, 4.6500
462, 4.6418
463, 4.6474
464, 4.6472
465, 4.6534
466, 4.6483
467, 4.6512
468, 4.6509
469, 4.6505
470, 4.6459
471, 4.6459
472, 4.6456
473, 4.6417
474, 4.6434
475, 4.6460
476, 4.6464
477, 4.6445
478, 4.6428
479, 4.6464
480, 4.6484
481, 4.6435
482, 4.6436
483, 4.6429
484, 4.6423
485, 4.6436
486, 4.6427
487, 4.6411
488, 4.6388
489, 4.6428
490, 4.6420
491, 4.6421
492, 4.6424
493, 4.6420
494, 4.6341
495, 4.6404
496, 4.6431
497, 4.6409
498, 4.6411
499, 4.6414
500, 4.6387, 0.3226
501, 4.6380
502, 4.6357
503, 4.6351
504, 4.6346
505, 4.6379
506, 4.6334
507, 4.6341
508, 4.6303
509, 4.6338
510, 4.6372
511, 4.6388
512, 4.6328
513, 4.6326
514, 4.6334
515, 4.6316
516, 4.6318
517, 4.6328
518, 4.6303
519, 4.6304
520, 4.6337
521, 4.6305
522, 4.6313
523, 4.6321
524, 4.6280
525, 4.6250
526, 4.6273
527, 4.6292
528, 4.6294
529, 4.6286
530, 4.6264
531, 4.6300
532, 4.6281
533, 4.6267
534, 4.6287
535, 4.6268
536, 4.6292
537, 4.6310
538, 4.6263
539, 4.6265
540, 4.6270
541, 4.6264
542, 4.6303
543, 4.6221
544, 4.6267
545, 4.6252
546, 4.6250
547, 4.6228
548, 4.6214
549, 4.6224
550, 4.6203, 0.3458
551, 4.6264
552, 4.6235
553, 4.6244
554, 4.6256
555, 4.6238
556, 4.6221
557, 4.6231
558, 4.6240
559, 4.6206
560, 4.6223
561, 4.6209
562, 4.6219
563, 4.6200
564, 4.6269
565, 4.6237
566, 4.6197
567, 4.6229
568, 4.6198
569, 4.6209
570, 4.6198
571, 4.6189
572, 4.6217
573, 4.6188
574, 4.6232
575, 4.6217
576, 4.6197
577, 4.6193
578, 4.6210
579, 4.6172
580, 4.6185
581, 4.6180
582, 4.6190
583, 4.6188
584, 4.6206
585, 4.6147
586, 4.6172
587, 4.6167
588, 4.6170
589, 4.6142
590, 4.6176
591, 4.6169
592, 4.6179
593, 4.6174
594, 4.6144
595, 4.6162
596, 4.6156
597, 4.6157
598, 4.6157
599, 4.6188
600, 4.6162, 0.3476
601, 4.6110
602, 4.6140
603, 4.6128
604, 4.6096
605, 4.6102
606, 4.6096
607, 4.6114
608, 4.6094
609, 4.6113
610, 4.6094
611, 4.6114
612, 4.6120
613, 4.6118
614, 4.6080
615, 4.6106
616, 4.6086
617, 4.6102
618, 4.6097
619, 4.6104
620, 4.6075
621, 4.6071
622, 4.6068
623, 4.6054
624, 4.6069
625, 4.6056
626, 4.6088
627, 4.6067
628, 4.6058
629, 4.6085
630, 4.6068
631, 4.6049
632, 4.6098
633, 4.6052
634, 4.6065
635, 4.6061
636, 4.6046
637, 4.6048
638, 4.6072
639, 4.6050
640, 4.6030
641, 4.6051
642, 4.6036
643, 4.6060
644, 4.6042
645, 4.6040
646, 4.6068
647, 4.6068
648, 4.6040
649, 4.6037
650, 4.6063, 0.3819
651, 4.6008
652, 4.6070
653, 4.6028
654, 4.6044
655, 4.6022
656, 4.6041
657, 4.6050
658, 4.6006
659, 4.6032
660, 4.6054
661, 4.6018
662, 4.6021
663, 4.6040
664, 4.5987
665, 4.6017
666, 4.6023
667, 4.6004
668, 4.6054
669, 4.6000
670, 4.5999
671, 4.5991
672, 4.6014
673, 4.6023
674, 4.5998
675, 4.5958
676, 4.6026
677, 4.5997
678, 4.5986
679, 4.5982
680, 4.5987
681, 4.6019
682, 4.6009
683, 4.5991
684, 4.6020
685, 4.5990
686, 4.5978
687, 4.5981
688, 4.5969
689, 4.5977
690, 4.6000
691, 4.5967
692, 4.5987
693, 4.5988
694, 4.5982
695, 4.5955
696, 4.5945
697, 4.5979
698, 4.5964
699, 4.5956
700, 4.5939, 0.4013
701, 4.5955
702, 4.5951
703, 4.5931
704, 4.5943
705, 4.5933
706, 4.5910
707, 4.5911
708, 4.5970
709, 4.5924
710, 4.5953
711, 4.5922
712, 4.5940
713, 4.5925
714, 4.5948
715, 4.5926
716, 4.5916
717, 4.5950
718, 4.5921
719, 4.5936
720, 4.5912
721, 4.5923
722, 4.5885
723, 4.5904
724, 4.5879
725, 4.5899
726, 4.5919
727, 4.5917
728, 4.5917
729, 4.5908
730, 4.5906
731, 4.5905
732, 4.5890
733, 4.5874
734, 4.5879
735, 4.5884
736, 4.5907
737, 4.5871
738, 4.5908
739, 4.5893
740, 4.5894
741, 4.5918
742, 4.5872
743, 4.5873
744, 4.5889
745, 4.5902
746, 4.5897
747, 4.5883
748, 4.5880
749, 4.5894
750, 4.5864, 0.4115
751, 4.5874
752, 4.5870
753, 4.5858
754, 4.5885
755, 4.5847
756, 4.5873
757, 4.5849
758, 4.5844
759, 4.5857
760, 4.5864
761, 4.5857
762, 4.5857
763, 4.5883
764, 4.5840
765, 4.5866
766, 4.5863
767, 4.5860
768, 4.5859
769, 4.5860
770, 4.5844
771, 4.5844
772, 4.5863
773, 4.5838
774, 4.5873
775, 4.5857
776, 4.5838
777, 4.5839
778, 4.5855
779, 4.5855
780, 4.5855
781, 4.5848
782, 4.5867
783, 4.5881
784, 4.5857
785, 4.5808
786, 4.5832
787, 4.5848
788, 4.5841
789, 4.5820
790, 4.5862
791, 4.5847
792, 4.5815
793, 4.5835
794, 4.5865
795, 4.5797
796, 4.5823
797, 4.5818
798, 4.5834
799, 4.5828
800, 4.5820, 0.4218
801, 4.5796
802, 4.5814
803, 4.5801
804, 4.5815
805, 4.5821
806, 4.5809
807, 4.5812
808, 4.5818
809, 4.5805
810, 4.5811
811, 4.5793
812, 4.5776
813, 4.5804
814, 4.5802
815, 4.5783
816, 4.5765
817, 4.5799
818, 4.5771
819, 4.5769
820, 4.5766
821, 4.5759
822, 4.5791
823, 4.5733
824, 4.5788
825, 4.5772
826, 4.5795
827, 4.5767
828, 4.5767
829, 4.5739
830, 4.5787
831, 4.5769
832, 4.5765
833, 4.5763
834, 4.5765
835, 4.5758
836, 4.5769
837, 4.5781
838, 4.5778
839, 4.5787
840, 4.5737
841, 4.5752
842, 4.5791
843, 4.5757
844, 4.5764
845, 4.5789
846, 4.5759
847, 4.5736
848, 4.5751
849, 4.5772
850, 4.5804, 0.4372
851, 4.5748
852, 4.5767
853, 4.5766
854, 4.5759
855, 4.5737
856, 4.5753
857, 4.5747
858, 4.5779
859, 4.5740
860, 4.5751
861, 4.5757
862, 4.5719
863, 4.5743
864, 4.5727
865, 4.5759
866, 4.5755
867, 4.5741
868, 4.5700
